DATEINT,DATE,DAY,EVENT NUMBER,EVENT NAME,TIME,REGULAR HOURS,OVERTIME HOURS
20181230,12/30/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20181229,12/29/2018,SAT,000000,Sick,0600-1430,8.0,0.0
20181224,12/24/2018,MON,12032,Foothills,0600-1230,6.0,0.0
20181223,12/23/2018,SUN,12210,WBSecurity,1430-2300,8.0,0.0
20181222,12/22/2018,SAT,12210,WBSecurity,1430-2300,8.0,0.0
20181221,12/21/2018,FRI,12210,WBSecurity,1430-2300,8.0,0.0
20181218,12/18/2018,TUE,12167,MenBBvsSJSU,1730-2130,4.0,0.0
20181215,12/15/2018,SAT,12165,MenBBvsEasternWashington,1400-1830,4.5,0.0
20181214,12/14/2018,FRI,12037,VadenPharmacy,1600-1800,2.0,0.0
20181214,12/14/2018,FRI,12273,BingConcert-DianneReevee,1830-2215,3.75,0.0
20181209,12/9/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20181208,12/8/2018,SAT,12032,Foothills,0600-1230,6.0,0.0
20181207,12/7/2018,FRI,12032,Foothills,1400-1830,4.5,0.0
20181205,12/5/2018,WED,12302,Foothills,1630-1830,2.0,0.0
20181205,12/5/2018,WED,12258,Bing-Philharmonic,1830-2230,4.0,0.0
20181130,11/30/2018,FRI,12032,Foothills,1400-1830,4.5,0.0
20181129,11/29/2018,THU,12265,NextRevolution,1730-2130,4.0,0.0
20181125,11/25/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20181124,11/24/2018,SAT,12032,Foothills,0600-1230,6.0,0.0
20181123,11/23/2018,FRI,12032,Foothills,1300-1830,5.5,0.0
20181122,11/22/2018,THU,12032,Foothills,1300-1830,5.5,0.0
20181118,11/18/2018,SUN,12032,Foothills,1400-1830,4.5,0.0
20181117,11/17/2018,SAT,12032,Foothills,0600-1230,6.0,0.0
20181111,11/11/2018,SUN,12160,WomenBBvsIdaho,1230-1615,3.75,0.0
20181111,11/11/2018,SUN,12032,Foothills,1615-1830,1.75,0.0
20181110,11/10/2018,SAT,12232,FBvsOregonState,1430-2215,7.75,0.0
20181107,11/7/2018,WED,12159,WomenBBvsUC_Davis,1730-2120,3.83,0.0
20181106,11/6/2018,TUE,12158,MenBBvsSeattle,1730-2145,4.25,0.0
20181104,11/4/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20181103,11/3/2018,SAT,12032,Foothills,0600-1230,6.0,0.0
20181102,11/2/2018,FRI,12032,Foothills,1400-1830,4.5,0.0
20181031,10/31/2018,WED,12208,Maysoleum-Party,1830-2245,4.25,0.0
20181030,10/30/2018,TUE,12156,Men-BB-vs-Sonoma,1730-2130,4.0,0.0
20181028,10/28/2018,SUN,12016,Theta-Breaker-Race,0700-1045,3.75,0.0
20181028,10/28/2018,SUN,12029,TourBus,1045-1330,2.25,0.0
20181027,10/27/2018,SAT,12197,Football-Vs-Washington,1300-2035,7.58,0.0
20181022,10/22/2018,MON,12050,Hoover-Retreat,1600-2200,5.5,0.0
20181021,10/21/2018,SUN,12050,Hoover-Retreat,1630-2150,5.33,0.0
20181020,10/20/2018,SAT,12118,BingConcert-KronosQuartet,1830-2145,3.25,0.0
20181018,10/18/2018,THU,12114,Evening-with-Peter-Souza,1730-2145,4.25,0.0
20181014,10/14/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20181012,10/12/2018,FRI,12107,BingConcertCabaret,1800-0000,6.0,0.0
20181010,10/10/2018,WED,12106,BingConcert,1730-2245,5.25,0.0
20181007,10/7/2018,SUN,12029,TourBus,1300-2030,7.0,0.0
20181006,10/6/2018,SAT,12094,FootballVSUtah,1630-2312,6.7,0.0
20180930,9/30/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20180926,9/26/2018,WED,12032,Foothills,1600-2030,4.5,0.0
20180925,9/25/2018,TUE,12048,NSAF-Dinner,1630-2115,4.75,0.0
20180924,9/24/2018,MON,12032,Foothills,1600-2030,4.5,0.0
20180923,9/23/2018,SUN,12096,BandRun,2000-2300,2.5,0.5
20180923,9/23/2018,SUN,12032,Foothills,1400-2000,5.5,0.0
20180921,9/21/2018,FRI,12089,BingConcert,1830-2200,3.5,0.0
20180919,9/19/2018,WED,12076,YomKippur,1600-2015,4.25,0.0
20180918,9/18/2018,TUE,12032,Foothills,1600-2030,4.5,0.0
20180917,9/17/2018,MON,12032,Foothills,1600-2030,4.5,0.0
20180916,9/16/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20180915,9/15/2018,SAT,12021,FootballvsUCDavis,0933-1515,5.7,0.0
20180911,9/11/2018,TUE,12032,Foothills,1600-2030,4.5,0.0
20180910,9/10/2018,MON,12032,Foothills,1600-2030,4.5,0.0
20180909,9/9/2018,SUN,12036,MemorialChurch,0830-1230,4.0,0.0
20180908,9/8/2018,SAT,12020,Football-TrafficControl,1230-2205,8.0,1.58
20180902,9/2/2018,SUN,12032,Foothills,0600-1230,6.0,0.0
20180901,9/1/2018,SAT,12032,Foothills,0600-1230,6.0,0.0
20180830,8/30/2018,THU,11258,Foothills,1700-2100,4.0,0.0
20180827,8/27/2018,MON,11258,Foothills,1700-2100,4.0,0.0
20180826,8/26/2018,SUN,11258,Foothills,1600-2100,5.0,0.0
20180822,8/22/2018,WED,11959,IDTECH,1630-1800,1.5,0.0
20180822,8/22/2018,WED,11258,Foothills,1800-2100,3.0,0.0
20180821,8/21/2018,TUE,11959,IDTECH,1630-1800,1.5,0.0
20180821,8/21/2018,TUE,11258,Foothills,1800-2100,3.0,0.0
20180820,8/20/2018,MON,11959,IDTECH,1630-1800,1.5,0.0
20180820,8/20/2018,MON,11258,Foothills,1800-2100,3.0,0.0
20180819,8/19/2018,SUN,11258,Foothills,1600-2100,5.0,0.0
20180814,8/14/2018,TUE,11258,Foothills,1800-2100,3.0,0.0
20180813,8/13/2018,MON,11959,IDTECH,1630-1800,1.5,0.0
20180813,8/13/2018,MON,11258,Foothills,1800-2100,3.0,0.0
20180812,8/12/2018,SUN,11250,Foothills,1600-2100,5.0,0.0
20180811,8/11/2018,SAT,11250,Foothills,1400-2100,6.5,0.0
20180810,8/10/2018,FRI,11250,Foothills,1700-2100,4.0,0.0
20180729,7/29/2018,SUN,11258,Foothills,0530-1330,7.5,0.0
20180728,7/28/2018,SAT,11999,EnvironmentalHabitat,0530-1330,7.5,0.0
20180725,7/25/2018,WED,11258,Foothills,1800-2100,3.0,0.0
20180724,7/24/2018,TUE,11959,IDTECH,1630-1800,1.5,0.0
20180724,7/24/2018,TUE,11258,Foothills,1800-2100,3.0,0.0
20180723,7/23/2018,MON,11959,IDTECH,1630-1800,1.5,0.0
20180723,7/23/2018,MON,11258,Foothills,1800-2100,3.0,0.0
20180719,7/19/2018,THU,11258,Foothills,1700-2100,4.0,0.0
20180718,7/18/2018,WED,11258,Foothill,1700-2100,4.0,0.0
20180717,7/17/2018,TUE,11258,Foothilld,1700-2100,4.0,0.0
20180714,7/14/2018,SAT,11258,Foothills,1400-2100,6.5,0.0
20180713,7/13/2018,FRI,11972,BingConcertSummerJazz,1630-2230,5.5,0.0
20180712,7/12/2018,THU,11258,Foothills,1700-2100,4.0,0.0
20180711,7/11/2018,WED,11258,Foothills,1700-2100,4.0,0.0
20180710,7/10/2018,TUE,11967,HooverInstituteSummerBoardofOverseers,1700-2130,4.5,0.0
20180708,7/8/2018,SUN,11258,Foothills,1600-2100,5.0,0.0
20180704,7/4/2018,WED,11258,Foothills,0530-1230,6.5,0.0
20180703,7/3/2018,TUE,11258,Foothills,1700-2100,4.0,0.0
20180702,7/2/2018,MON,11250,Foothills,1700-2100,4.0,0.0
20180602,6/2/2018,SAT,11868,SEPAnnualTraining,0800-1205,4.08,0.0
20180518,5/18/2018,FRI,11259,VadenPharmacy,1600-1800,2.0,0.0
20180517,5/17/2018,THU,11640,Mutuality-TheFutureofJustice,1630-2030,4.0,0.0
20180516,5/16/2018,WED,11258,FoothillClosing,1700-2100,4.0,0.0
20180513,5/13/2018,SUN,11815,PowWow,0730-1400,6.5,0.0
20180512,5/12/2018,SAT,11815,PowWow,0720-1600,8.0,0.67
20180506,5/6/2018,SUN,11258,FoothillOpening,0530-1230,6.5,0.0
20180504,5/4/2018,FRI,11259,VadenPharmacy,1600-1800,2.0,0.0
20180504,5/4/2018,FRI,11258,FoothillClosing,1800-2100,3.0,0.0
20180503,5/3/2018,THU,11258,FoothillClosing,1700-2100,4.0,0.0
20180430,4/30/2018,MON,11258,FoothillClosing,1700-2100,4.0,0.0
20180429,4/29/2018,SUN,11258,FoothillsOpening,0530-1230,6.5,0.0
20180427,4/27/2018,FRI,11258,FoothillClosing,1700-2100,4.0,0.0
20180425,4/25/2018,WED,11716,WSLDinner,1630-2030,4.0,0.0
20180425,4/25/2018,WED,0000,Meetingw/SSUUnit,1600-1630,0.5,0.0
20180423,4/23/2018,MON,11258,FoothillClosing,1700-2100,4.0,0.0
20180422,4/22/2018,SUN,11258,FoothillOpening,0530-1230,6.5,0.0
20180421,4/21/2018,SAT,11660,BarricadeSetup,1230-1330,1.0,0.0
20180421,4/21/2018,SAT,11258,FoothillClosing,1330-2100,7.0,0.0
20180408,4/8/2018,SUN,11692,AshaStanfordHoliday,1000-1600,6.0,0.0
20180407,4/7/2018,SAT,11692,AshaStanfordHoliday,1000-1545,5.75,0.0
20180406,4/6/2018,FRI,11258,FoothillClising,1400-2100,6.5,0.0
20180404,4/4/2018,WED,11258,FoothillClosing,1700-2100,4.0,0.0
20180403,4/3/2018,TUE,11258,FoothillClosing,1700-2100,4.0,0.0
20180401,4/1/2018,SUN,11258,FoothillsOpening,0530-1230,6.5,0.0
20180331,3/31/2018,SAT,11257,TourBus-Palm/Roth,0600-1330,7.0,0.0
20180325,3/25/2018,SUN,11258,FoothillOpening,0530-1330,7.5,0.0
20180318,3/18/2018,SUN,11258,FoothillOpening,0530-0830,3.0,0.0
20180318,3/18/2018,SUN,10939,MemorialChurch,0830-1230,3.5,0.0
20180317,3/17/2018,SAT,11258,FoothillClosing,1700-2000,3.0,0.0
20180317,3/17/2018,SAT,11574,BingConcert-MachinedeCirque,1330-1630,3.0,0.0
20180314,3/14/2018,WED,11685,MenBBvsBYU,1730-2200,4.5,0.0
20180311,3/11/2018,SUN,11257,TourBus-Palm/Roth,0600-1330,7.0,0.0
20180310,3/10/2018,SAT,11258,FoothillClosing,1300-2000,6.5,0.0
20180307,3/7/2018,WED,11676,PriceForPiece,1630-1915,2.75,0.0
20180304,3/4/2018,SUN,11258,FoothillOpening,0530-1330,7.5,0.0
20180303,3/3/2018,SAT,11633,CitizenPoliceAcademy,0715-1630,8.0,0.75
20180302,3/2/2018,FRI,11567,Bing-K.D.Lang,1800-2245,4.75,0.0
20180225,2/25/2018,SUN,11258,FoothillClosing,1300-1900,5.5,0.0
20180223,2/23/2018,FRI,11596,BingCabaret,1900-2315,4.25,0.0
20180222,2/22/2018,THU,11447,MenBBvsWashington,1630-2045,4.25,0.0
20180216,2/16/2018,FRI,11592,TreeHack,1530-0015,8.0,0.75
20180215,2/15/2018,THU,11467,WomenBBvsCal,1730-2145,4.25,0.0
20180213,2/13/2018,TUE,11586,EncoreAwards,1600-2100,5.0,0.0
20180211,2/11/2018,SUN,11258,FoothillOpening,0600-1330,7.0,0.0
20180210,2/10/2018,SAT,11258,FoothillClosing,1300-1900,5.5,0.0
20180209,2/9/2018,FRI,11465,WomenBBvsUtah,1730-2130,4.0,0.0
20180207,2/7/2018,WED,11560,Bing-LeonardBernstein,1800-2200,4.0,0.0
20180206,2/6/2018,TUE,11615,RussRoberts,1700-2100,4.0,0.0
20180204,2/4/2018,SUN,11258,FoothillOpening,0600-1330,7.0,0.0
20180203,2/3/2018,SAT,11258,FoothillOpening,0600-1330,7.0,0.0
20180201,2/1/2018,THU,11445,MeBBvsOregonState,1630-2040,4.17,0.0
20180131,1/31/2018,WED,11556,BingConcert,1800-2215,4.25,0.0
20180128,1/28/2018,SUN,11464,WomenBBvsArizina,1330-1930,6.0,0.0
20180104,1/4/2018,THU,11369,WBSecurity,1500-2300,8.0,0.0
20171224,12/24/2017,SUN,11258,FoothillOpening,0600-1330,7.0,0.0
20171223,12/23/2017,SAT,11257,TourBus-Palm/Roth,1300-1830,5.5,0.0
